Aaapai;Ano;Apf;Apreensao Drogas Sem Autor;Cmba;Cmp;Furto Bicicleta;Mcirc;Mes;Mes Ano;Munic;Mês (Nome);Posse Drogas;Regiao;Roubo Bicicleta;Trafico Drogas;Aisp;Ameaca;Apreensao Drogas;Cisp;Cvli;Encontro Cadaver;Encontro Ossada;Estelionato;Estupro;Extorsao;Fase;Furto Celular;Furto Coletivo;Furto Transeunte;Furto Veiculos;Hom Culposo;Hom Doloso;Hom Por Interv Policial;Latrocinio;Lesao Corp Culposa;Lesao Corp Dolosa;Lesao Corp Morte;Letalidade Violenta;Outros Furtos;Outros Roubos;Pessoas Desaparecidas;Pol Civis Mortos Serv;Pol Militares Mortos Serv;Recuperacao Veiculos;Registro Ocorrencias;Risp;Roubo Apos Saque;Roubo Banco;Roubo Carga;Roubo Celular;Roubo Comercio;Roubo Conducao Saque;Roubo Cx Eletronico;Roubo Em Coletivo;Roubo Residencia;Roubo Rua;Roubo Transeunte;Roubo Veiculo;Sequestro;Sequestro Relampago;Tentat Hom;Total Furtos;Total Roubos
8;2018;71;7;3;16;0;3305802;8;2018m08;Teresópolis;Agosto;19;Interior;0;39;30;99;60;110;2;0;0;28;7;1;3;3;2;9;12;3;2;0;0;17;83;0;2;103;4;6;0;0;5;605;7;0;0;0;0;0;0;0;0;1;2;2;2;0;0;3;129;9
0;2018;0;0;0;0;0;3301603;9;2018m09;Duas Barras;Setembro;3;Interior;0;0;11;5;3;152;0;0;0;1;0;0;3;1;0;0;1;0;0;0;0;0;7;0;0;2;0;0;0;0;0;38;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1
0;2018;2;1;0;3;0;3305703;9;2018m09;Sumidouro;Setembro;1;Interior;0;0;30;3;2;111;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;4;8;0;0;2;0;0;0;0;0;34;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1
1;2018;4;1;0;3;0;3301207;9;2018m09;Carmo;Setembro;7;Interior;0;2;30;14;10;112;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;6;0;0;2;0;1;0;0;1;61;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1
1;2018;13;3;0;10;0;3303708;9;2018m09;Paraíba do Sul;Setembro;12;Interior;0;10;38;17;25;107;2;0;0;1;0;0;3;3;0;1;0;0;2;0;0;4;11;0;2;16;0;1;0;0;0;111;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0
2;2018;3;0;0;3;0;3301108;9;2018m09;Cantagalo;Setembro;4;Interior;0;5;11;3;9;153;0;0;0;1;1;0;3;1;0;0;1;0;0;0;0;0;6;0;0;2;0;0;0;0;0;41;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
0;2018;0;0;0;0;0;3305158;9;2018m09;São José do Vale do Rio Preto;Setembro;5;Interior;0;0;30;6;5;104;0;0;0;0;2;0;3;1;0;1;0;0;0;0;0;2;6;0;0;5;0;0;0;0;0;42;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
1;2018;9;1;0;25;0;3303906;9;2018m09;Petrópolis;Setembro;8;Interior;0;6;26;28;15;106;0;0;0;3;9;0;3;6;1;1;0;0;0;0;0;27;29;0;0;24;0;1;0;0;1;192;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0
1;2018;6;1;1;4;0;9999998;9;2018m09;Cordeiro;Setembro;4;Interior;0;5;11;8;10;154;0;0;0;2;1;0;3;4;0;0;1;0;0;0;0;0;10;0;0;5;0;0;0;0;2;94;7;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;10;1
8;2018;61;5;0;72;1;3303906;9;2018m09;Petrópolis;Setembro;15;Interior;0;38;26;96;58;105;1;0;0;28;5;1;3;18;2;14;11;0;1;0;0;18;78;0;1;80;2;4;0;0;9;700;7;0;0;2;4;1;0;0;0;0;18;14;6;0;0;7;126;29
2;2018;5;0;0;2;0;3300506;9;2018m09;Bom Jardim;Setembro;3;Interior;0;2;11;7;5;158;0;0;0;2;0;0;3;0;0;2;3;1;0;0;0;4;9;0;0;4;0;0;0;0;1;46;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;1
0;2018;1;0;0;2;0;3304607;9;2018m09;Santa Maria Madalena;Setembro;0;Interior;0;1;11;0;1;156;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;0;24;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0;2018;0;0;0;0;0;3305901;9;2018m09;Trajano de Morais;Setembro;0;Interior;0;0;11;5;0;157;1;0;0;1;0;0;3;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;21;7;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2
4;2018;45;1;3;13;2;9999991;9;2018m09;Comendador Levy Gasparian;Setembro;34;Interior;0;23;38;40;57;108;1;0;0;4;4;0;3;12;0;3;4;1;1;0;0;8;43;0;1;51;1;3;0;0;2;320;7;0;0;0;1;2;0;0;0;1;2;1;0;0;0;4;72;6
0;2018;1;0;0;11;0;3305406;9;2018m09;Sapucaia;Setembro;17;Interior;0;1;38;12;18;109;0;0;0;0;3;1;3;0;0;0;0;3;0;0;0;3;11;0;0;5;0;0;0;0;0;87;7;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;5;2
0;2018;0;0;0;1;0;3304607;10;2018m10;Santa Maria Madalena;Outubro;0;Interior;0;0;11;3;0;156;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;24;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0;2018;1;3;0;1;0;3305703;10;2018m10;Sumidouro;Outubro;2;Interior;0;0;30;4;5;111;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;5;0;0;0;0;2;0;0;1;31;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0;2018;1;1;0;2;0;3305901;10;2018m10;Trajano de Morais;Outubro;1;Interior;0;0;11;5;2;157;1;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;2;0;1;2;0;0;0;0;0;32;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0;2018;7;0;0;2;0;3301108;10;2018m10;Cantagalo;Outubro;2;Interior;0;10;11;9;11;153;0;0;0;4;1;0;3;0;1;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;48;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1
0;2018;0;1;0;0;0;3300506;10;2018m10;Bom Jardim;Outubro;6;Interior;0;0;11;25;7;158;0;0;0;9;1;0;3;0;0;1;0;0;0;0;0;0;10;0;0;3;0;0;0;0;0;74;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0
0;2018;2;1;0;2;0;3305158;10;2018m10;São José do Vale do Rio Preto;Outubro;5;Interior;0;2;30;14;8;104;0;0;0;0;1;0;3;0;0;0;2;0;0;0;0;4;3;0;0;5;0;0;0;0;1;56;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
0;2018;3;0;0;2;0;3305406;10;2018m10;Sapucaia;Outubro;9;Interior;0;1;38;5;10;109;0;0;0;3;1;0;3;1;0;0;3;0;0;0;0;3;7;0;0;6;1;0;0;0;1;65;7;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;10;6
1;2018;8;3;0;7;4;3303708;10;2018m10;Paraíba do Sul;Outubro;13;Interior;0;16;38;24;32;107;0;0;0;1;1;0;3;2;0;0;0;0;0;0;0;5;13;0;0;10;1;1;0;0;1;128;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;2
1;2018;2;0;0;4;0;9999998;10;2018m10;Cordeiro;Outubro;2;Interior;0;5;11;14;7;154;0;0;0;3;1;1;3;0;0;0;0;0;0;0;0;2;16;0;0;5;0;0;0;0;2;87;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
0;2018;2;0;1;1;0;3301207;10;2018m10;Carmo;Outubro;10;Interior;0;2;30;15;12;112;0;0;0;3;0;1;3;0;0;0;1;0;0;0;0;0;8;0;0;6;0;1;0;0;0;100;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
4;2018;54;0;1;18;2;9999991;10;2018m10;Comendador Levy Gasparian;Outubro;40;Interior;0;26;38;38;62;108;3;0;0;5;3;0;3;6;0;2;3;2;3;1;0;4;42;0;4;43;1;0;0;0;3;306;7;0;0;0;1;0;0;0;0;0;3;2;2;0;0;8;56;6
0;2018;2;1;0;1;0;3301603;10;2018m10;Duas Barras;Outubro;1;Interior;0;0;11;2;2;152;0;0;0;2;0;0;3;0;0;0;0;1;0;0;0;1;7;0;0;2;0;0;0;0;0;38;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1
7;2018;47;7;1;12;0;3305802;10;2018m10;Teresópolis;Outubro;18;Interior;0;22;30;71;44;110;2;0;0;36;12;1;3;8;3;12;10;5;2;1;0;28;89;0;3;98;0;1;0;0;4;624;7;0;0;1;0;1;0;0;0;1;4;4;0;0;0;2;131;7
0;2018;11;0;0;22;0;3303906;10;2018m10;Petrópolis;Outubro;4;Interior;0;3;26;30;7;106;0;0;0;5;1;3;3;20;1;2;3;0;0;0;0;26;38;0;0;34;0;1;0;0;2;238;7;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;60;2
1;2018;16;0;0;6;0;3301108;11;2018m11;Cantagalo;Novembro;6;Interior;0;8;11;3;13;153;0;0;0;3;0;0;3;1;0;0;1;0;0;0;0;3;3;0;0;10;1;0;0;0;0;60;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1
0;2018;1;1;0;0;0;3305901;11;2018m11;Trajano de Morais;Novembro;0;Interior;0;0;11;6;1;157;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;3;0;0;0;3;0;0;0;0;0;26;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1
0;2018;2;0;0;4;0;3305703;11;2018m11;Sumidouro;Novembro;1;Interior;0;1;30;6;1;111;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;30;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;2018;0;3;0;3;0;3301207;11;2018m11;Carmo;Novembro;9;Interior;0;1;30;13;12;112;0;0;0;1;0;0;3;4;0;2;1;0;0;0;0;0;8;0;0;9;0;1;0;0;0;99;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;1
1;2018;9;0;0;0;0;9999998;11;2018m11;Cordeiro;Novembro;4;Interior;0;5;11;18;9;154;0;0;0;5;1;0;3;0;0;0;1;0;0;0;0;0;14;0;0;4;0;0;0;0;1;68;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
0;2018;0;0;0;1;1;3304607;11;2018m11;Santa Maria Madalena;Novembro;0;Interior;0;0;11;3;0;156;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;2;2;0;0;3;0;0;0;0;0;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
0;2018;3;0;0;1;0;3300506;11;2018m11;Bom Jardim;Novembro;3;Interior;0;1;11;7;4;158;0;0;0;10;0;0;3;0;0;0;2;1;0;0;0;3;5;0;0;2;0;1;0;0;0;53;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
9;2018;41;0;2;21;1;9999991;11;2018m11;Comendador Levy Gasparian;Novembro;34;Interior;0;23;38;31;56;108;4;0;0;6;3;0;3;2;0;1;1;1;4;0;0;6;36;0;4;45;2;0;0;0;4;288;7;0;0;1;1;0;0;0;1;0;5;3;1;0;0;3;50;9
5;2018;60;4;2;21;1;3305802;11;2018m11;Teresópolis;Novembro;30;Interior;0;22;30;91;51;110;5;0;0;29;12;2;3;5;3;14;10;4;5;0;0;27;72;0;5;86;6;1;0;0;5;596;7;0;0;1;0;0;0;0;0;0;8;8;2;0;0;2;119;17
15;2018;49;3;0;43;0;3303906;11;2018m11;Petrópolis;Novembro;13;Interior;0;25;26;108;40;105;1;0;0;31;3;7;3;25;2;13;9;1;1;0;0;12;112;0;1;105;2;9;0;0;5;673;7;0;0;1;2;8;0;0;0;1;25;23;5;0;0;8;154;42
4;2018;13;0;0;17;0;3303906;11;2018m11;Petrópolis;Novembro;9;Interior;0;6;26;30;15;106;0;0;0;4;0;0;3;5;0;1;0;2;0;0;0;16;19;0;0;27;0;3;0;0;2;194;7;0;0;0;1;1;0;0;0;1;2;1;0;0;0;1;33;4
0;2018;3;0;0;1;0;3301603;12;2018m12;Duas Barras;Dezembro;2;Interior;0;0;11;6;2;152;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;1;28;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0;2018;0;0;0;0;0;3304607;12;2018m12;Santa Maria Madalena;Dezembro;0;Interior;0;0;11;4;0;156;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;19;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0;2018;0;0;0;0;0;3305901;12;2018m12;Trajano de Morais;Dezembro;0;Interior;0;0;11;4;0;157;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;4;0;0;1;0;0;0;0;0;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1;2018;6;1;0;1;0;3305406;12;2018m12;Sapucaia;Dezembro;12;Interior;0;1;38;12;14;109;0;0;0;0;0;0;3;2;0;0;3;0;0;0;0;10;11;0;0;7;1;0;0;0;1;75;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;12;3
1;2018;8;0;0;4;0;3301108;12;2018m12;Cantagalo;Dezembro;6;Interior;0;5;11;4;10;153;1;0;0;2;0;0;3;0;0;0;0;0;1;0;0;2;5;0;1;4;0;0;0;0;0;44;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;4;1
0;2018;1;0;0;1;0;9999998;12;2018m12;Cordeiro;Dezembro;1;Interior;0;2;11;15;3;154;0;0;0;6;1;0;3;1;0;0;0;0;0;0;0;1;12;0;0;13;1;0;0;0;1;74;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1
0;2018;1;3;0;0;0;3305703;12;2018m12;Sumidouro;Dezembro;3;Interior;0;1;30;15;7;111;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;12;0;0;3;0;0;0;0;1;37;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
1;2018;2;4;0;2;0;3301207;12;2018m12;Carmo;Dezembro;6;Interior;0;1;30;11;11;112;0;0;0;3;1;0;3;2;0;0;1;0;0;0;0;0;9;0;0;5;0;0;0;0;1;129;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;1
0;2018;2;1;0;0;0;3305158;12;2018m12;São José do Vale do Rio Preto;Dezembro;5;Interior;0;1;30;13;6;104;0;0;0;1;1;0;3;0;0;0;2;0;0;0;0;9;9;0;0;11;0;1;0;0;1;71;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
2;2018;3;0;0;4;2;3300506;12;2018m12;Bom Jardim;Dezembro;2;Interior;0;3;11;10;5;158;2;0;0;3;2;0;3;1;0;1;0;0;2;0;0;3;8;0;2;4;2;0;0;0;1;67;7;0;0;0;2;0;0;0;0;0;3;1;0;0;0;0;8;5
15;2018;41;3;1;34;0;3303906;12;2018m12;Petrópolis;Dezembro;12;Interior;0;25;26;79;38;105;0;0;0;23;5;3;3;17;7;19;12;1;0;0;0;29;99;0;0;110;6;4;0;0;6;656;7;0;0;0;1;5;0;0;1;1;13;11;2;0;0;6;165;27
0;2018;8;1;0;13;0;3303906;12;2018m12;Petrópolis;Dezembro;4;Interior;0;0;26;37;5;106;4;0;0;10;4;0;3;5;0;1;2;2;4;0;0;21;39;0;4;30;0;0;0;0;0;204;7;0;0;0;1;0;0;0;0;1;3;2;0;0;0;0;38;4
5;2018;59;0;1;12;0;9999991;12;2018m12;Comendador Levy Gasparian;Dezembro;43;Interior;0;32;38;51;71;108;1;0;0;3;4;2;3;6;0;2;4;3;1;0;0;4;43;0;1;56;1;3;0;0;2;333;7;0;0;0;1;0;0;0;0;2;1;0;0;0;0;4;68;4
1;2018;51;1;3;42;0;3303906;5;2018m05;Petrópolis;Maio;10;Interior;1;27;26;96;38;105;4;0;0;30;7;0;3;16;5;23;10;0;4;0;0;12;85;0;4;104;8;4;0;0;5;675;7;0;0;1;1;1;0;0;1;0;19;17;0;0;0;5;158;30
0;2018;4;0;0;0;0;3305158;11;2018m11;São José do Vale do Rio Preto;Novembro;7;Interior;1;1;30;18;7;104;0;0;0;0;3;0;3;1;0;0;2;0;0;0;0;9;12;0;0;10;0;0;0;0;1;64;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;13;2
0;2018;2;0;0;1;0;3305406;1;2018m01;Sapucaia;Janeiro;9;Interior;0;1;38;4;10;109;0;1;0;0;0;0;3;0;0;0;1;0;0;0;0;1;3;0;0;11;0;0;0;0;0;53;7;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;12;2
1;2018;18;1;0;8;0;3303708;1;2018m01;Paraíba do Sul;Janeiro;11;Interior;0;9;38;13;20;107;0;1;0;4;1;0;3;4;0;0;0;0;0;0;0;3;16;0;0;11;1;0;0;0;1;102;7;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;15;4
0;2018;15;3;0;7;0;3303906;1;2018m01;Petrópolis;Janeiro;6;Interior;0;0;26;48;9;106;0;1;0;6;4;1;3;3;0;1;2;0;0;0;0;16;35;0;0;27;0;3;0;0;1;188;7;0;0;0;0;1;0;0;0;1;3;3;0;0;0;0;33;5
11;2018;40;2;4;11;3;3303401;1;2018m01;Nova Friburgo;Janeiro;20;Interior;0;36;11;101;56;151;1;1;0;30;7;0;3;8;0;23;14;2;1;1;0;17;81;0;2;61;1;9;0;0;4;555;7;0;0;1;1;1;0;0;0;1;17;16;2;0;0;7;109;23
0;2018;1;0;0;2;0;3300506;2;2018m02;Bom Jardim;Fevereiro;2;Interior;0;0;11;4;2;158;1;1;0;0;0;0;3;0;0;0;2;0;1;0;0;1;11;0;1;10;0;0;0;0;0;49;7;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;12;2
13;2018;78;1;2;41;1;3303906;2;2018m02;Petrópolis;Fevereiro;12;Interior;0;38;26;97;50;105;2;1;0;37;5;2;3;24;6;22;13;0;2;0;0;20;98;0;2;57;1;5;0;0;9;562;7;0;0;1;1;1;0;0;0;0;7;6;0;0;0;14;123;10
0;2018;5;0;0;6;0;3301108;2;2018m02;Cantagalo;Fevereiro;2;Interior;0;4;11;9;6;153;0;1;0;3;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;42;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1
2;2018;12;5;0;12;0;3303906;3;2018m03;Petrópolis;Março;6;Interior;0;6;26;31;16;106;0;1;0;8;3;0;3;2;3;1;1;3;0;0;0;10;24;0;0;21;1;4;0;0;1;200;7;0;0;1;0;0;0;0;1;1;2;1;0;0;0;3;28;5
7;2018;36;4;2;7;1;3303401;4;2018m04;Nova Friburgo;Abril;20;Interior;0;28;11;103;51;151;3;1;0;19;8;2;3;7;7;21;13;7;3;0;0;30;110;0;3;87;4;6;0;0;7;624;7;0;0;1;4;1;0;0;0;0;13;9;1;0;0;4;136;20
0;2018;3;1;0;5;0;3301207;5;2018m05;Carmo;Maio;4;Interior;0;0;30;4;5;112;0;1;0;2;1;0;3;1;0;0;0;0;0;0;0;0;14;0;0;7;0;0;0;0;0;71;7;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;8;2
1;2018;1;0;0;2;0;3305703;8;2018m08;Sumidouro;Agosto;2;Interior;0;1;30;6;3;111;0;1;0;5;0;0;3;0;0;0;1;0;0;0;0;0;6;0;0;5;0;0;0;0;0;40;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
3;2018;38;0;5;16;7;9999991;8;2018m08;Comendador Levy Gasparian;Agosto;37;Interior;0;24;38;30;61;108;1;1;0;9;3;0;3;7;0;3;4;1;1;0;0;2;25;0;1;47;2;2;0;0;3;313;7;0;0;2;0;1;0;0;0;0;1;1;0;0;0;4;68;6
0;2018;0;0;0;0;0;3301603;11;2018m11;Duas Barras;Novembro;0;Interior;0;0;11;6;0;152;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;6;0;0;5;1;0;0;0;0;27;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1
0;2018;0;0;0;2;0;3305406;11;2018m11;Sapucaia;Novembro;2;Interior;0;0;38;6;2;109;0;1;0;1;0;0;3;0;0;0;1;0;0;0;0;0;5;0;0;6;0;0;0;0;1;38;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;7;1
2;2018;8;1;0;16;1;3303708;12;2018m12;Paraíba do Sul;Dezembro;12;Interior;0;8;38;21;21;107;1;1;0;2;1;0;3;2;0;1;1;1;1;0;0;0;11;0;1;6;1;1;0;0;2;112;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1
7;2018;52;4;2;18;0;3305802;12;2018m12;Teresópolis;Dezembro;24;Interior;0;28;30;99;53;110;3;1;0;32;9;1;3;5;0;13;10;1;3;0;0;39;109;0;3;84;2;1;0;0;2;603;7;0;0;0;1;1;0;0;0;0;4;3;1;0;0;2;112;8
6;2018;37;2;2;12;2;3303401;12;2018m12;Nova Friburgo;Dezembro;9;Interior;0;27;11;63;38;151;1;1;0;24;1;1;3;15;4;14;12;1;1;0;0;18;96;0;1;40;2;8;0;0;9;505;7;0;0;0;1;3;0;0;0;1;8;7;2;0;0;8;87;16
6;2018;54;8;0;13;1;3305802;9;2018m09;Teresópolis;Setembro;31;Interior;1;24;30;66;58;110;2;1;0;33;15;0;3;4;1;8;7;3;2;0;0;31;85;0;2;74;2;12;0;0;6;572;7;0;0;0;0;0;0;0;0;0;6;6;2;0;0;1;95;11
18;2018;46;3;0;25;0;3303906;1;2018m01;Petrópolis;Janeiro;9;Interior;0;35;26;117;47;105;2;2;0;48;9;1;3;16;5;15;23;0;2;0;0;17;95;0;2;87;0;3;0;0;10;598;7;0;0;4;1;1;0;0;0;1;10;9;1;0;0;8;146;17
6;2018;56;3;2;40;0;3303906;10;2018m10;Petrópolis;Outubro;12;Interior;0;21;26;89;36;105;2;2;0;33;10;2;3;14;3;7;14;2;2;0;0;24;89;0;2;95;1;6;0;0;8;618;7;0;0;2;3;4;0;0;0;1;21;18;4;0;0;2;133;33
18;2018;46;2;0;49;0;3303906;6;2018m06;Petrópolis;Junho;7;Interior;0;27;26;65;36;105;4;1;1;25;12;1;3;19;3;20;7;0;4;0;0;12;56;0;4;88;5;4;0;0;7;573;7;0;0;1;4;3;0;0;1;1;25;20;4;0;0;2;137;39
0;2019;3;0;0;0;4;3301876;1;2019m01;Iguaba Grande;Janeiro;2;Interior;0;0;25;8;2;129;0;0;0;9;0;0;3;4;0;2;1;0;0;0;0;5;7;0;0;28;3;2;0;0;1;128;4;0;0;0;4;0;0;0;2;0;9;3;2;0;0;0;39;14
2;2019;21;2;1;1;0;3300258;1;2019m01;Arraial do Cabo;Janeiro;18;Interior;0;10;25;12;29;132;2;0;0;6;1;0;3;7;0;11;4;1;2;0;0;2;17;0;2;32;0;1;0;0;0;180;4;0;0;0;3;0;0;0;0;0;7;4;1;0;0;4;54;8
1;2019;7;0;0;3;0;3305604;1;2019m01;Silva Jardim;Janeiro;2;Interior;0;4;35;8;5;120;0;0;0;5;0;1;3;2;0;2;0;4;0;0;0;10;7;0;0;6;0;0;0;0;0;51;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0
2;2019;2;0;0;0;0;3300803;1;2019m01;Cachoeiras de Macacu;Janeiro;1;Interior;0;1;35;19;2;159;4;0;0;6;1;1;3;2;1;1;3;7;4;0;0;3;16;0;4;18;4;0;0;0;2;134;4;0;0;1;2;2;0;0;3;0;13;8;5;0;0;1;25;25
2;2019;11;0;0;10;3;3300233;1;2019m01;Armação dos Búzios;Janeiro;2;Interior;0;7;25;17;9;127;0;0;0;8;2;0;3;11;2;10;5;0;0;0;0;6;36;0;0;58;0;3;0;0;0;253;4;0;0;0;6;0;0;0;0;1;16;10;0;0;0;5;89;17
0;2019;7;0;0;3;3;3305752;1;2019m01;Tanguá;Janeiro;0;Interior;0;1;35;3;1;70;1;0;0;4;1;0;3;0;0;1;1;0;1;0;0;1;8;0;1;13;3;1;0;0;2;73;4;0;0;0;3;0;0;0;0;2;7;4;3;0;0;1;18;15
16;2019;34;4;0;10;2;3300209;1;2019m01;Araruama;Janeiro;20;Interior;0;28;25;72;51;118;3;0;0;15;5;0;3;14;0;5;11;2;3;2;0;34;54;0;5;82;10;5;0;0;9;594;4;0;0;0;16;4;0;0;1;2;38;21;1;0;0;2;114;55
3;2019;5;2;2;4;1;3300258;2;2019m02;Arraial do Cabo;Fevereiro;8;Interior;0;7;25;17;17;132;1;0;0;5;0;0;3;1;1;5;3;0;1;0;0;2;16;0;1;34;2;0;0;0;0;163;4;0;0;0;1;1;0;0;0;0;3;2;2;0;0;4;45;8
0;2019;0;0;0;2;1;3301876;2;2019m02;Iguaba Grande;Fevereiro;5;Interior;0;0;25;2;5;129;0;0;0;3;1;1;3;5;0;0;2;0;0;0;0;4;10;0;0;23;0;0;0;0;2;102;4;0;0;0;1;0;0;0;0;0;3;2;1;0;0;0;31;4
5;2019;34;1;0;7;1;3305208;2;2019m02;São Pedro da Aldeia;Fevereiro;10;Interior;0;19;25;20;28;125;2;0;0;9;1;0;3;2;0;3;4;1;2;0;0;8;22;0;2;38;2;0;0;0;6;256;4;0;0;0;4;1;0;0;3;0;30;23;4;0;0;3;48;37
0;2019;3;1;0;4;0;3305604;2;2019m02;Silva Jardim;Fevereiro;0;Interior;0;2;35;6;3;120;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;4;6;0;0;2;0;1;0;0;0;39;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
1;2019;24;3;0;12;0;3300209;2;2019m02;Araruama;Fevereiro;11;Interior;0;11;25;74;25;118;1;0;0;18;3;1;3;18;0;1;5;0;1;3;0;42;56;0;4;64;5;2;0;0;7;484;4;0;0;2;3;3;0;0;0;1;19;16;11;0;0;12;88;41
7;2019;13;3;2;8;0;3300233;2;2019m02;Armação dos Búzios;Fevereiro;3;Interior;0;9;25;20;13;127;2;0;0;7;2;1;3;4;2;7;3;3;2;0;0;9;11;0;2;47;1;0;0;0;3;211;4;0;0;0;0;0;0;0;0;1;15;15;3;0;0;0;63;20
4;2019;8;0;0;4;1;3305752;2;2019m02;Tanguá;Fevereiro;0;Interior;0;5;35;6;5;70;0;0;0;4;2;0;3;1;0;0;0;0;0;0;0;3;13;0;0;14;1;0;0;0;4;97;4;0;0;1;2;0;0;0;1;2;21;18;3;0;0;0;16;28
0;2019;3;0;0;1;0;3305604;3;2019m03;Silva Jardim;Março;0;Interior;0;3;35;3;3;120;0;0;0;5;1;0;3;3;0;1;1;0;0;0;0;0;10;0;0;8;1;1;0;0;0;66;4;0;0;1;1;0;0;0;0;0;3;2;0;0;0;3;13;5
4;2019;15;4;0;4;0;3300258;3;2019m03;Arraial do Cabo;Março;8;Interior;0;9;25;16;19;132;0;0;0;8;2;0;3;6;0;10;0;0;0;0;0;12;14;0;0;43;1;2;0;0;3;207;4;0;0;0;2;2;0;0;0;0;7;5;2;0;0;2;59;12
